Marque_voiture,Modele,Kilometrage,Couleur,TypeBoite,Annee,Cylindre,Puissance,Carburant,Prix
2002,2.2L,Manuelle,Gris,Diesel,Renault,Laguna,Autres,1,122222
Renault,Clio,74000,Gris,Manuelle,2021,1.2L,5,Essence,44800
Renault,Laguna Estate,1234,Noir,Manuelle,2010,1.5L,6,Diesel,1234
Essence,Kia,91000,Noir,2018,1.6L,8,Sportage,Avec kilométrage,85000
Toyota,Yaris,93000,Noir,Manuelle,2018,<1.0L,4,Essence,38500
Suzuki,Swift,11500,Noir,Manuelle,2020,1.2L,5,Essence,37000
Citroen,C-Elysée,130000,Blanc,Manuelle,2020,1.4L,5,Essence,24800
1999,1.3L,230,Blanc,Mitsubishi,L200,Manuelle,7,Autres,1000
Peugeot,205,Gris,Avec kilométrage,980000,1989,1.4L,5,Essence,10000
Peugeot,206,230,Blanc,Manuelle,2009,1.4L,6,Diesel,25000
505,0,200.000,Beige,1991,>4.0L,Peugeot,Diesel,Avec kilométrage,5000
Toyota,RAV 4,240000,Gris,Automatique,2008,2.0L,10,Essence,46000
Suzuki,Swift,115000,Noir,Manuelle,2020,1.2L,5,Essence,37000
Volkswagen,Polo,81000,Gris,Manuelle,2020,1.4L,5,Essence,43000
Grand i10,5,Noir,Avec kilométrage,2021,Manuelle,Hyundai,70000,Essence,41500
Renault,Symbol,285000,Doré,Manuelle,2010,1.2L,5,Essence,23000
Peugeot,2008,129000,Gris,Manuelle,2017,1.2L,5,Essence,47000
Jaguar,F-Type,165000,Blanc,Automatique,2017,2.0L,10,Diesel,170000
Opel,Mokka,27000,Blanc,Manuelle,2018,1.2L,4,Essence,69000
Citroen,C5,210,Gris,Manuelle,2009,1.6L,6,Diesel,26000
5,Kia,70000,Noir,Manuelle,2021,1.2L,Rio,Essence,47500
Fiat,Palio,300000,Argent,Manuelle,2006,1.4L,5,Essence,11300
Kia,Sportage,105000,Noir,Automatique,2019,1.6L,8,Essence,88000
Seat,Ibiza,99000,Noir,Manuelle,2021,<1.0L,4,Essence,44500
Renault,Megane,258000,Noir,Manuelle,2005,1.5L,5,Berline,19500
Renault,Clio,308221,Gris,Manuelle,2023,>4.0L,9000,Essence,9000
4,Peugeot,25000,Blanc,Manuelle,2020,1.1L,208,Compacte,32000
Geely,GK-GL,120000,Orange,Manuelle,2018,1.5L,6,Essence,38500
Kia,Sportage,185479,Gris,Automatique,2018,1.7L,8,Essence,75000
Nissan,Juke,154000,Noir,Automatique,2017,1.6L,7,Essence,53000
Seat,Ibiza,200,Noir,Manuelle,2016,<1.0L,4,Essence,111111111
Essence,I 20,15000,Bleu,Manuelle,2022,Hyundai,1.2L,Compacte,58000000
Peugeot,301,78000,Noir,Manuelle,2016,1.6L,5,Essence,28000
Suzuki,Celerio,50000,Autre,Manuelle,2021,<1.0L,4,Essence,32500
Peugeot,Bipper,50000,Blanc,Manuelle,2019,5,Essence,1.4L,100000
Ford,Ranger,3500000,Noir,Manuelle,2012,2.5L,10,Diesel,45000000
Toyota,Yaris Verso,55000,Noir,Manuelle,2020,<1.0L,4,Essence,39000
Peugeot,208,98000,Noir,Manuelle,2014,1.2L,5,Essence,30000
Peugeot,208,57000,Gris,Manuelle,2021,1.2L,4,Essence,35000
Opel,Corsa,285609,Gris,Manuelle,1996,<1.0L,4,Essence,12500
Volkswagen,Passat,182,Bleu,Manuelle,2012,1.6L,5,Diesel,44000
Toyota,Hi Ace,500,Autre,Manuelle,2000,2.5L,10,Diesel,500
Avec kilométrage,1.5L,179000,Automatique,Noir,2017,Essence,9,Autres,55000
Kia,Rio,177000,Bleu,Manuelle,2016,1.4L,5,Essence,35000
Renault,Clio,116845,Noir,Manuelle,2016,3.0L,5,Essence,39000
Renault,Symbol,140000,Noir,Manuelle,2015,1.1L,5,Essence,29700
148370,Rouge,Manuelle,Fiat,Essence,Avec kilométrage,0,2009,Compacte,28000
Hyundai,I 10,12600,Gris,Manuelle,2022,<1.0L,4,Essence,45000
BMW,Serie 4,95000,Noir,Automatique,2018,1.5L,7,Essence,109000
Renault,Clio,255000,Noir,Manuelle,2002,1.2L,5,Essence,17800
Hyundai,Tucson,60000,Gris,Automatique,2022,1.6L,7,Diesel,155000
Skoda,Fabia,184000,Noir,Manuelle,2020,<1.0L,75,Essence,31000
Jeep,Compass,9000,Gris,Automatique,2023,1.4L,8,Essence,158000
Chery,Tiggo,7000,Noir,Automatique,2023,1.5L,9,Essence,95000
Peugeot,308,247445,Noir,Manuelle,2012,1.4L,6,Essence,25000
Manuelle,2000000,Vert,1984,Volkswagen,Golf,5,Avec kilométrage,Compacte,6000
Renault,Clio,151000,Rouge,Manuelle,2015,1.2L,5,Essence,34000
Essence,Avec kilométrage,280000,Gris,1996,Opel,Corsa,4,1.1L,13200
Citroen,DS5,122000,Camel,Automatique,2013,1.6L,9,Essence,43000
Mahindra,Hover,39136,Rouge,Manuelle,2021,1.2L,5,Essence,37000
Fiat,Punto,230,Gris,Manuelle,2004,1.4L,5,Essence,16000
Kia,Rio,152500,Gris,Manuelle,2016,1.2L,5,Essence,40700
Peugeot,406,189000,Bleu,Manuelle,1998,1.9L,7,Essence,12700
Volkswagen,Golf 7,160000,Gris,Manuelle,2018,1.6L,06,Diesel,69500
Citroen,C4,107000,Gris,Manuelle,2017,1.2L,6,Compacte,34500
Kia,Cerato,180,Gris,Automatique,2013,1.6L,8,Essence,37500
Kia,Picanto,73000,Noir,Automatique,2020,1.2L,5,Essence,45000
Fiat,500,102000,Rouge,Automatique,2017,1.2L,4,Essence,38500
Volkswagen,Caddy,143000,Blanc,Manuelle,2015,1.6L,5,Diesel,31800
Mercedes-Benz,Classe E,313500,Autre,Manuelle,1997,2.2L,7,Diesel,36500
BMW,Serie 3,178,Blanc,Automatique,2012,1.6L,7,Essence,57000
Citroen,C3,405,Bleu,Manuelle,2003,1.2L,5,Essence,16000
Fiat,Bravo,185000,Rouge,Manuelle,2009,1.4L,6,Essence,22000
Mazda,3,140000,Marron,Manuelle,2015,1.6L,6,Essence,48000
Renault,Clio,230,Noir,Manuelle,2005,1.2L,4,Essence,6000
Audi,A5,81000,Bleu,Automatique,2019,3.5L,8,Essence,125000
Fiat,500,74000,Blanc,Automatique,2019,1.2L,Compacte,4,45000
Nissan,Qashqai,243,Bleu,Manuelle,2014,1.6L,7,Diesel,11111
Volkswagen,Polo,223000,Noir,Manuelle,2006,1.2L,4,Essence,22500
Volkswagen,Caddy,480,Gris,Manuelle,2015,1.6L,5,Diesel,33000
Autres,Autres,23400,Rouge,Manuelle,2021,1.6L,5,Essence,51000
Audi,A5,81000,Bleu,Automatique,2019,3.5L,8,Essence,124999
Volkswagen,Passat CC,180000,Noir,Manuelle,2016,1.4L,7,Essence,57000
Volkswagen,Caddy,129000,Blanc,Manuelle,2018,1.6L,5,Diesel,39900
Volkswagen,Golf 7,119000,Gris,Manuelle,2019,1.6L,6,Diesel,74500
Mercedes-Benz,Classe C,163000,Noir,Automatique,2014,1.6L,9,Essence,112000
Isuzu,D-MAX,500,Bleu,Manuelle,2008,2.5L,10,Diesel,11111111111
Volkswagen,Golf 8,11000,Gris,Manuelle,2021,<1.0L,6,Essence,110000
Mercedes-Benz,Classe A,80000,Blanc,Automatique,2019,1.8L,9,Essence,145000
Opel,Adam,123000,Violet,Manuelle,2015,1.2L,4,Essence,38500
Peugeot,Partner,114000,Blanc,Manuelle,2019,1.5L,6,Diesel,75000
Hyundai,Veloster,131000,Blanc,Automatique,2013,1.6L,8,Essence,38500
Mazda,E2000,179000,Gris,Manuelle,2016,1.5L,6,Essence,32500
Citroen,C35,26000,Blanc,Manuelle,2021,1.2L,5,Essence,48500
Seat,Leon,154000,Blanc,Manuelle,2016,1.2L,6,Essence,51000
Kia,Picanto,159000,Gris,Automatique,2014,1.2L,5,Essence,33000
Peugeot,3008,120,Blanc,Automatique,2019,1.2L,7,Essence,88000
Fiat,Doblo,200,Blanc,Manuelle,2016,1.4L,5,Diesel,21000
Citroen,C3,86300,Gris,Manuelle,2012,1.5L,5,Essence,33900
BMW,Serie 3 GT,100000,Noir,Manuelle,1995,2.0L,9,Essence,1900
Fiat,Tipo,90,Doré,Manuelle,2020,1.4L,6,Essence,39000
Citroen,C3,121800,Blanc,Manuelle,2012,1.2L,5,Essence,24000
Renault,Clio,117000,Vert,Manuelle,2004,1.4L,5,Essence,20000
Isuzu,Landwind,366734,Blanc,Manuelle,1996,2.5L,10,Diesel,24000
Volkswagen,Tiguan,180,Noir,Manuelle,2013,1.4L,9,Essence,38000
Hyundai,Grand i10,86000,Bleu,Automatique,2020,1.2L,5,Essence,40000
Fiat,Punto,20888,Noir,Manuelle,2007,>4.0L,5,Essence,18500
Renault,Megane Estate,110000,Bleu,Manuelle,2020,1.5L,6,Diesel,53000
Autres,Autres,63000,Noir,Automatique,2022,1.5L,7,Essence,75000
Hyundai,Grand i10,111000,Gris,Manuelle,2020,1.2L,5,Essence,37000
Kia,Cerato,140000,Blanc,Manuelle,2015,1.4L,6,Essence,43000
Chevrolet,Aveo,62000,Blanc,Manuelle,2022,1.2L,5,Essence,42000
Renault,Megane Estate,131000,Blanc,Manuelle,2018,1.5L,6,Diesel,59000
Kia,Rio,119000,Gris,Manuelle,2018,1.2L,5,Essence,48800
mini,Country Man,35000,Bleu,Automatique,2019,1.6L,5,Electrique,165000
Volkswagen,Polo,220000,Autre,Manuelle,2010,1.2L,05,Essence,24498
Mercedes-Benz,Classe C,280000,Marron,Automatique,2009,1.6L,09,Essence,44000
Mercedes-Benz,Classe E,175000,Noir,Automatique,2011,2.5L,12,Essence,64000
Toyota,Hilux,3000,Blanc,Automatique,2022,2.8L,09,Diesel,250000
Ssangyong,Actyon,215000,Bleu,Automatique,2013,2.2L,07,Diesel,45000
Infiniti,FX35,320000,Gris,Automatique,2008,3.5L,20,Essence,30000
Chevrolet,Cruze,14000,Noir,Manuelle,2018,1.4L,Berline,5,58000
BMW,Serie 6,163000,Noir,Automatique,2005,>4.0L,24,Essence,68000
Autres,Autres,49000,Gris,Manuelle,2018,1.5L,05,Essence,45000
Kia,Rio,65000,Gris,Manuelle,2022,1.2L,05,Essence,67000
Kia,Sportage,110000,Bleu,Automatique,2020,1.6L,08,Essence,95000
Mercedes-Benz,Classe ML,0,Noir,Automatique,2008,3.2L,15,Diesel,59000
Autres,Autres,58000,Noir,Automatique,2020,2.0L,18,Essence,120000
Volkswagen,Amarok,214000,Noir,Automatique,2014,2.0L,07,Diesel,80000
Mazda,2,155000,Rouge,Manuelle,2017,1.5L,06,Essence,36000
Mercedes-Benz,Classe C,190000,Blanc,Automatique,2014,1.6L,08,Essence,110000
Kia,Rio,24000,Bleu,Manuelle,2021,1.2L,05,Essence,53000
Renault,Symbol,215000,Noir,Manuelle,2011,1.2L,05,Essence,24500
Peugeot,308,180000,Noir,Manuelle,2017,1.2L,05,Essence,39500
Mercedes-Benz,Classe C,345000,Noir,Manuelle,2000,1.6L,11,Essence,26000
BMW,Serie 5,220000,Gris,Automatique,2011,2.0L,10,Diesel,74997
Citroen,C4 Cactus,210000,Noir,Manuelle,2008,1.4L,06,Essence,23000
Renault,Symbol,1234,Noir,Manuelle,2014,1.2L,5,Essence,26000
Ford,Fiesta,147000,Noir,Manuelle,2012,1.2L,5,Compacte,29500
BMW,M3,140.000,Noir,Automatique,2,1.9L,9,Essence,60000
Skoda,Octavia,170.000,Noir,Automatique,2017,1.6L,8,Essence,44000
Dacia,Dokker,105000,Gris,Manuelle,2018,1.5L,5,Diesel,32800
Mercedes-Benz,Classe C,92000,Bleu,Automatique,2019,1.6L,7,Diesel,132000
Kia,Sportage,130000,Gris,Automatique,2018,1.6L,8,Essence,83000
Seat,Ibiza,240000,Gris,Manuelle,2013,1.2L,5,Essence,27500
BMW,Serie 1,219000,Blanc,Manuelle,2013,1.6L,5,Diesel,47000
Volkswagen,Polo,204000,Gris,Manuelle,2015,<1.0L,4,Essence,28500
Kia,Picanto,96000,Blanc,Automatique,2019,1.2L,5,Essence,39000
Kia,Rio,120,Rouge,Manuelle,2014,1.2L,5,Essence,37000
Hyundai,I 10,78500,Noir,Manuelle,2020,1.2L,5,Essence,39800
Peugeot,301,100,Gris,Manuelle,2020,1.2L,5,Essence,28500
Citroen,C4 Picasso,87000,Gris,Manuelle,2018,1.2L,5,Essence,40000
18,Kia,120000,Rouge,2017,Essence,Berline,Picanto,Nouveau,30000
Fiat,Grande Punto,240000,Rouge,Manuelle,2012,1.2L,5,Essence,24000
Renault,Clio,87000,Blanc,Manuelle,2021,1.5L,5,Diesel,52000
Opel,Vivaro,271000,Blanc,Manuelle,2005,1.9L,7,Diesel,18000
Volkswagen,Amarok,400000,Marron,Manuelle,2014,2.0L,7,Diesel,58000
Volkswagen,Golf 8,103000,Noir,Manuelle,2019,<1.0L,6,Essence,68000
Volkswagen,Polo,245000,Gris,Manuelle,2008,1.2L,4,Essence,20500
Ford,Fiesta,200,Noir,Manuelle,1992,1.4L,4,Essence,8500
Volkswagen,Golf 6,271,Noir,Manuelle,2010,1.6L,5,Diesel,33500
Mercedes-Benz,Classe C,152000,Gris,Automatique,2019,2.0L,8,Diesel,137000
Volkswagen,Passat,230000,Noir,Manuelle,2013,1.6L,6,Diesel,55000
Opel,Corsa,293103,Bleu,Manuelle,1998,1.2L,4,Berline,9500
Mercedes-Benz,Classe C,225000,Noir,Automatique,2009,1.8L,9,Essence,44000
Toyota,Prado,240000,Gris,Manuelle,2005,3.0L,9,Diesel,95000
Volkswagen,Golf 4,422,Blanc,Manuelle,2006,1.9L,7,Diesel,16500
Peugeot,205,1,Blanc,Manuelle,1995,<1.0L,4,Essence,8000
Citroen,C4,185000,Gris,Manuelle,2013,1.6L,5,Diesel,38000
Renault,Clio,130000,Blanc,Manuelle,2020,1.2L,5,Diesel,42500
Renault,Clio,135,Bleu,Manuelle,2009,<1.0L,4,Essence,22000
Volkswagen,Golf 5,219000,Noir,Manuelle,2008,1.4L,5,Essence,28500
Volkswagen,Golf 7,195000,Noir,Manuelle,2016,1.2L,5,Essence,60000
Volkswagen,Polo,255,Gris,Manuelle,2002,1.2L,5,Essence,15000
Hyundai,I 20,49,Rouge,Manuelle,2020,1.2L,5,Essence,49000
Audi,A4,186000,Blanc,Manuelle,2013,1.8L,7,Berline,45000
Nissan,Juke,45000,Blanc,Manuelle,2016,1.2L,5,Essence,60000
Mercedes-Benz,Classe A,119000,Blanc,Manuelle,2013,1.6L,Compacte,7,62000
Kia,Sportage,24000,Noir,Automatique,2022,1.6L,10,Essence,140000
Peugeot,106,300000,Bleu,Manuelle,1997,1.4L,4,Essence,12700
Peugeot,207,232000,Gris,Manuelle,2006,1.6L,0000,Essence,23500
Seat,Ibiza,120000,Gris,Manuelle,2019,1.2L,5,Essence,39500
Citroen,Berlingo,100000,Blanc,Manuelle,2018,1.6L,100,Diesel,42500
Renault,Clio,250,Argent,Manuelle,2007,1.2L,5,Essence,22800
Citroen,C4,198000,Gris,Manuelle,2013,1.4L,6,Essence,30000
Isuzu,D-MAX,200000,Gris,Manuelle,2011,2.5L,10,Diesel,58590774
Renault,Clio,170,Gris,Manuelle,2006,1.2L,5,Essence,21800
Renault,Clio,150000,Marron,Manuelle,2014,1.2L,5,Essence,36000
Porsche,Panamera,197000,Blanc,Automatique,2013,3.0L,20,Essence,155
Citroen,C15,1,Blanc,Manuelle,2000,1.4L,7,Diesel,7500
Citroen,Nemo,120000,Blanc,Manuelle,2016.0,1.4L,6.0,Diesel,30000
Smart,ForTwo,101000,Blanc,Automatique,2010,1.2L,5,Essence,27500
Volkswagen,Passat,177500,Gris,Manuelle,2010,1.6L,7,Essence,35000
Chery,QQ,41000,Gris,Manuelle,2021,<1.0L,Autres,4,23900
Fiat,Doblo,181,Blanc,Manuelle,2014,1.3L,5,Diesel,13700
Volkswagen,Polo,70000,Noir,Manuelle,2021,<1.0L,4,Essence,46400
Fiat,Doblo,344,Blanc,Manuelle,2016,1.3L,5,Diesel,16500
Dacia,Duster,273000,Noir,Manuelle,2013,1.6L,7,Essence,34000
Citroen,C1,234987,Noir,<1.0L,2011,Manuelle,70,Essence,20000
Renault,Clio,189,Noir,Manuelle,2008,1.2L,5,Essence,21900
5,Hyundai,177000,Manuelle,Avec kilométrage,2016,1.2L,Grand i10,Autres,32000
Ford,Expedition,110000,Bleu,Manuelle,2019,1.7L,7,Diesel,58000
Land Rover,8,140000,Gris,Automatique,2017,2.0L,Diesel,Freelander,135000
Kia,Rio,123000,Blanc,Manuelle,2019,1.4L,5,Essence,1111
Ford,Fiesta,205.000,Marron,Manuelle,2010,1.2L,5,Essence,26000
Classe C,9,214000,Noir,Automatique,2009,Mercedes-Benz,Berline,1.8L,50000
Mercedes-Benz,Classe A,200,Blanc,Automatique,2013,1.6L,7,Diesel,68500
Hyundai,I 20,145000,Blanc,Manuelle,2019,1.2L,5,Essence,51000
Ford,Ka,129000,Bleu,Manuelle,2014,1.2L,4,Essence,111111
Kia,Rio,38400,Rouge,Manuelle,2019,1.2L,5,Essence,53000
Seat,Ibiza,130000,Rouge,Automatique,2013,1.6L,06,Essence,29800
Peugeot,2008,60000,Gris,Manuelle,2022,1.2L,05,Essence,69500
Kia,Picanto,34200,Blanc,Manuelle,20214,<1.0L,4,Essence,42000
Citroen,C3,61000,Gris,Manuelle,2020,1.2L,5,Essence,36500
Volkswagen,Golf,89000,Noir,Manuelle,2019,<1.0L,6,Essence,74000
Opel,Corsa,370,Noir,Manuelle,1995,1.2L,4,Essence,9500
Volkswagen,Caravelle,100,Autre,Automatique,2023,<1.0L,5,Diesel,55111111
Peugeot,3008,93000,Bleu,Manuelle,2019,1.4L,7,Essence,78000
Mazda,3,175000,Gris,Manuelle,2012,1.6L,6,Essence,42600
Mercedes-Benz,Classe C,287000,Gris,Manuelle,2001,1.8L,9,Essence,24000
Citroen,C-Elysée,172000,Autre,Manuelle,2013,1.2L,5,Essence,18500
Volkswagen,Golf 7,157000,Noir,Manuelle,2013,1.2L,5,Essence,47500
Blanc,6,Manuelle,Fiat,1.9L,Avec kilométrage,Diesel,1,2005,17000
Citroen,C-Elysée,125000,Noir,Manuelle,2016,3.0L,05,Essence,28000
Picanto,4,36000,Manuelle,Avec kilométrage,2019,Kia,1.1L,Essence,36000
Kia,Picanto,93000,Rouge,Automatique,2020,<1.0L,5,Essence,43000
Volkswagen,Golf 7,103000,Noir,Manuelle,2018,<1.0L,6,Essence,76000
Utilitaire,Essence,Rouge,Avec kilométrage,Peugeot,106,5,1997,1.2L,10000
Volkswagen,Golf 6,230000,Gris,Manuelle,2012,1.2L,06,Essence,42500
Peugeot,3008,6009,Noir,Automatique,2023,1.2L,7,Essence,125000
Renault,Express,999999999999,Blanc,Manuelle,1992,1.6L,999999999,Diesel,3000
Kia,Rio,123000,Blanc,Manuelle,2019,1.4L,5,Essence,1111
5,Autres,32000,Gris,Manuelle,2021,1.3L,Autres,Essence,27000
Chery,Tiggo,18400,Orange,Manuelle,2020,1.5L,6,Essence,47000
3.0L,Hi Ace,Blanc,Avec kilométrage,250000,Toyota,2003,10,Autres,13000
Kia,Rio,123000,Blanc,Manuelle,2019,1.4L,5,Essence,1111
Fiat,Grande Punto,184600,Bleu,Manuelle,2005,1.6L,4,Essence,18000
Mitsubishi,Canter,135000,Beige,Manuelle,2017,<1.0L,4,Essence,21800
Citroen,C-Elysée,191000,Gris,Manuelle,2014,1.2L,5,Essence,17500
Peugeot,106,300000,Bleu,Manuelle,1997,1.2L,4,Essence,10500
Fiat,Panda,22500,Blanc,Manuelle,2023,1.2L,4,Essence,47000
Peugeot,207,174,Gris,Manuelle,2009,1.4L,6,Essence,24000
Iveco,Daily,362,Blanc,Manuelle,2016,3.5L,11111,Essence,57000
Seat,Leon,152000,Noir,Manuelle,2018,1.2L,6,Essence,45000
Fiat,Grande Punto,143000,Rouge,Manuelle,2009,1.4L,5,Essence,18500
2006,Essence,Noir,Manuelle,Avec kilométrage,Ford,Focus,1.4L,6,21000
Peugeot,301,0,Noir,Manuelle,2017,<1.0L,5,Essence,23500
Renault,Clio,89373,Blanc,Manuelle,2019,1.5L,4,Diesel,45000
Ford,Fiesta,213000,Gris,Manuelle,2007,1.5L,5,Essence,20900
Volkswagen,Amarok,240000,Blanc,Manuelle,2015,2.0L,7,Diesel,58500
Mercedes-Benz,Classe C,204223,Noir,Automatique,2009,1.6L,9,Essence,43500
Volkswagen,Polo,500,Blanc,Manuelle,2009,1.9L,4,Diesel,999999999999999
Kia,Cerato,90000,Gris,Manuelle,2014,1.6L,7,Essence,42000
C4,6,177000,Beige,2015,1.4L,Citroen,Essence,Berline,34500
Polo,5,Vert,Avec kilométrage,Manuelle,2001,Volkswagen,Essence,320,16000
Citroen,Nemo,93000,Blanc,Manuelle,2017,1.3L,5,Diesel,29500
Citroen,C4 Cactus,124000,Blanc,Automatique,2018,1.2L,7,Essence,53000
Isuzu,Landwind,228000,Blanc,Manuelle,1993,1.7L,10,Diesel,8000
Mitsubishi,Pajero,355000,Rouge,Manuelle,1993,2.5L,10,Diesel,28000
Citroen,Jumper,373200,Blanc,Manuelle,2008,2.2L,7,Diesel,29500
Volkswagen,Polo,200,Noir,Manuelle,1997,<1.0L,5,Essence,10500
Autres,Autres,123333,Vert,Manuelle,1994,3.5L,5,Essence,11111
Clio,4,250000,Gris,Manuelle,1.2L,Renault,Compacte,2010,24000
Serie 4,08,38000,Noir,Automatique,04.2020,BMW,Berline,1.8L,152000
Mercedes-Benz,Classe C,96000,Noir,Automatique,2019,1.6L,08,Essence,137000
Land Rover,Range Rover Sport,114000,Noir,Automatique,2015,3.0L,19,Diesel,255000
Mercedes-Benz,Classe CLA,42000,Rouge,Automatique,07.2019,1.6L,09,Berline,169000
Mercedes-Benz,Classe A,58000,Noir,Automatique,01.2019,1.4L,06,Berline,130000
BMW,Serie 1,35000,Bleu,11.2019,Automatique,1.8L,08,Essence,125000
06,Volkswagen,13400,Blanc,Manuelle,11.2020,<1.0L,Golf 8,Compacte,108000
Mercedes-Benz,Classe C,16000,Noir,Automatique,03.2022,1.6L,10,Essence,245000
2.0L,BMW,98000,Gris,Automatique,11.2014,20,X5,4 x 4,190000
09,Diesel,45000,Blanc,Automatique,10.2020,1.7L,Berline,Classe E,245000
Peugeot,Partner,0000,Gris,Manuelle,2004,1.9L,7,Diesel,16000
Honda,City,10000,Blanc,Automatique,2020,1.5L,6,Essence,69000
Audi,A4,207000,Noir,Manuelle,2013,1.8L,7,Essence,44000
Kia,Sportage,55000,Blanc,Automatique,2019,1.6L,7,Diesel,118000
Mahindra,Hover,36000,Blanc,Manuelle,1.2L,2019,5,Essence,33500
Fiat,Punto,124000,Noir,Manuelle,2013,1.2L,4,Essence,24500
Renault,Symbol,198600,Bleu,Manuelle,2009,1.2L,5,Essence,16500
Isuzu,D-MAX,300000,Blanc,Manuelle,2009,1.8L,10,Diesel,1111111
Hyundai,I 10,7000,Gris,Manuelle,2023,1.2L,5,Essence,55000
Renault,Capture,10000,Autre,Manuelle,2022,1.6L,06,Diesel,97000
Renault,Kadjar,153000,Bleu,Automatique,2018,1.2L,7,Essence,72000
Autre,Nouveau,Manuelle,1.9L,Golf,Diesel,1,1,Autres,27412160
Ford,Focus,139000,Noir,Automatique,2017,<1.0L,7,Essence,47000
Skoda,Fabia,120000,Noir,Manuelle,2018,1.2L,05,Essence,41500
Volkswagen,Golf 6,290,Noir,Manuelle,2010,2.0L,6,Diesel,38500
Ford,Fiesta,0000,Autre,Manuelle,2010,1.4L,000,Essence,222222
Audi,A3,125000,Gris,Manuelle,2015,1.2L,05,Essence,53500
Polo,4,Noir,Avec kilométrage,1998,<1.0L,Volkswagen,Utilitaire,400,11111111
Citroen,Jumpy,643,Blanc,Manuelle,1998,1.9L,8,Diesel,12000
Hyundai,Grand i10,166000,Noir,Manuelle,2015,1.2L,5,Essence,32500
Seat,Leon,51000,Blanc,Manuelle,2019,1.2L,6,Essence,60000
Peugeot,Expert,180,Noir,Manuelle,2020,2.0L,9,Diesel,54000
Hilux,10,Noir,Nouveau,2010,3.0L,Toyota,4 x 4,280,85000
Mercedes-Benz,Classe E,107000,Noir,Automatique,2017,2.0L,10,Essence,1111
Toyota,Yaris Verso,130,Gris,Manuelle,2018,1.2L,5,Essence,39000
Citroen,C3,179000,Bleu,Manuelle,2012,1.4L,5,Essence,123
Chevrolet,Spark,112,Blanc,Manuelle,2013,<1.0L,4,Essence,21800
Volkswagen,Caddy,225000,Blanc,Manuelle,2008,2.0L,8,Diesel,111
BMW,Serie 3,162,Noir,Manuelle,2013,1.6L,7,Essence,56000
Seat,Ibiza,114000,Blanc,Automatique,2020,1.6L,6,Essence,65000
Nissan,Qashqai,81000,Gris,Manuelle,2013,1.5L,6,Diesel,68000
Citroen,C3,116,Blanc,Manuelle,2018,1.6L,5,Diesel,44500
Volkswagen,Golf 8,73000,Noir,Manuelle,2019,1.2L,5,Essence,63500
Peugeot,RCZ,50000,Gris,Manuelle,2022,1.9L,6,Diesel,27000
Volkswagen,Tiguan,75000,Bleu,Manuelle,2020,<1.0L,6,Essence,81000
Volkswagen,Golf 8,235,Blanc,Manuelle,2010,1.6L,5,Diesel,123
Peugeot,3008,90500,Marron,Automatique,2020,1.6L,6,Diesel,97500
Volkswagen,Polo,0000000,Rouge,Manuelle,2011,1.2L,5,Essence,30000
Volkswagen,Golf,175000,Gris,Automatique,2015,1.2L,6,Essence,44000
Manuelle,mini,280000,Rouge,5,1.6L,2010,Cooper,Compacte,27500
Citroen,C3,61000,Gris,Manuelle,2020,1.2L,5,Essence,36500
Volkswagen,Golf 8,7000,Autre,Automatique,20238,1.5L,8,Hybride,135000
Volkswagen,Golf 8,7000,Autre,Automatique,2023,1.5L,8,Hybride,135000
Renault,Megane,290,Gris,Manuelle,2006,1.9L,130,Diesel,21300
Seat,Ibiza,70.000,Rouge,Automatique,2023,1.6L,6,Essence,22000
Renault,Clio,240000,Vert,Manuelle,2004,1.4L,5,Diesel,10400
mini,One,170000,Noir,Manuelle,2010,1.4L,5,Essence,24500
Chery,Tiggo,30000,Noir,Manuelle,2021,1.2L,6,Essence,47000
Chevrolet,Tracker,65000,Gris,Manuelle,2018,1.6L,8,Essence,60000
Berlingo,Monospace,250000,Gris,2010,1.6L,Citroen,Diesel,Avec kilométrage,25000
Peugeot,301,68000,Blanc,Manuelle,2015,1.2L,5,Essence,24000
Fiat,Uno,298000,Gris,Manuelle,2005,1.3L,5,Essence,15000
Peugeot,Bipper,200000,Gris,Manuelle,2015,1.4L,6,Berline,40000
Kia,Rio,50000,Blanc,Manuelle,2022,1.2L,6,Compacte,60000
Audi,A1,122000,Gris,Manuelle,2012,1.2L,5,Essence,56500
Volkswagen,Polo,326000,Noir,Manuelle,1999,<1.0L,4,Essence,11000
Volkswagen,Polo,88000,Blanc,Manuelle,2021,<1.0L,4,Essence,48500
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19500
Suzuki,Swift,104000,Blanc,Manuelle,2021,1.2L,5,Essence,38800
Skoda,Octavia,103000,Gris,Automatique,2019,1.4L,8,Essence,67000
Kia,Picanto,130000,Blanc,Automatique,2016,<1.0L,5,Essence,36000
Kia,Sportage,100000,Gris,Manuelle,2017,1.7L,6,Diesel,90000
Kia,Rio,130000,Noir,Manuelle,2016,1.2L,5,Essence,36500
BMW,Serie 1,145000,Noir,Manuelle,2014,1.6L,6,Essence,47500
Volkswagen,Golf 8,200000,Bleu,Manuelle,2014,1.2L,5,Essence,42500
Nissan,Qashqai,163000,Blanc,Automatique,2015,1.6L,6,Essence,62000
Fiat,Punto,122663,Gris,Manuelle,2014,>4.0L,4,Essence,25000
Volkswagen,Passat CC,240000,Bleu,Manuelle,2009,1.6L,7,Essence,31000
